,Source,Target,value,nb_transactions
3133,154,354,397296151.0,13.0
3134,Matbea.com,HolyTransaction.com,206727722.0,2.0
3135,Bit-x.com,18972,14502540.0,1.0
3136,Huobi.com,Rollin.io,715015936.0,4.0
3137,Huobi.com,HappyCoins.com,3413655705.0,3.0
3138,FortuneJack.com,871,129103406.0,2.0
3139,154,FortuneJack.com,807094542.0,2.0
3140,BX.in.th,MercadoBitcoin.com.br,1261339874.0,8.0
3141,7277,122,2730.0,1.0
3142,BX.in.th,175,42066623034.0,19.0
3143,SatoshiMines.com,871,445787640.0,36.0
3144,69697250,354,12715180000.0,1.0
3145,700,Cryptonator.com,13779287.0,3.0
3146,SafeDice.com,107,2991165.0,1.0
3147,35,HolyTransaction.com,651873202.0,10.0
3148,CoinSpot.com.au,Bitstamp.net,505686576.0,10.0
3149,CoinMotion.com,Cryptonator.com,6859891.0,2.0
3150,Bit-x.com,417,38542806880.0,11.0
3151,0,1226,554677362.0,11.0
3152,1805,Bit-x.com,16900722.0,6.0
3153,1805,Cryptonator.com,61296540.0,3.0
3154,SafeDice.com,Paymium.com,1520831.0,1.0
3155,Bitcoin.de,SafeDice.com,5600741930.0,5.0
3156,107,1567,4440889803.0,8.0
3157,TheRockTrading.com,Bter.com,256776356.0,5.0
3158,57,Paymium.com,214765501.0,8.0
3159,7277,421,603590.0,1.0
3160,396,700,414888440.0,1.0
3161,70063369,BX.in.th,373911713.0,5.0
3162,73963652,69984672,924782199.0,6.0
3163,16621,269,23053519.0,14.0
3164,CoinMotion.com,289,251620484.0,2.0
3165,Huobi.com,61,3440493957.0,9.0
3166,417,101,24413593520.0,57.0
3167,SatoshiDice.com,269,7990000.0,1.0
3168,Vaultoro.com,Loanbase.com,167930877.0,5.0
3169,FortuneJack.com,898,279000337.0,1.0
3170,1149,FortuneJack.com,5795279.0,5.0
3171,Bitcoin.de,421,19357458549.0,19.0
3172,Cryptonator.com,1070,4331678.0,5.0
3173,71842975,CoinTrader.net_LocalBitcoins.com,881120165.0,9.0
3174,821,Vaultoro.com,1549990000.0,1.0
3175,Rollin.io,FYBSG.com,6990000.0,1.0
3176,Huobi.com,PocketDice.io,696457222.0,5.0
3177,227,421,72000003.0,2.0
3178,FYBSG.com,Rollin.io,4986446.0,1.0
3179,898,16621,855265055.0,2.0
3180,641,101,26857488.0,2.0
3181,BX.in.th,Bit-x.com,9784341872.0,9.0
3182,CoinGaming.io,154,839575457.0,7.0
3183,Bitcoin.de,122,5952602378.0,6.0
3184,821,101,564448873.0,10.0
3185,Loanbase.com,Rollin.io,881706277.0,23.0
3186,BTC-e.com,0,486669748099.0,15.0
3187,BTC-e.com,BTCJam.com,140610167203.0,7.0
3188,BitBargain.co.uk,73963652,600000000.0,1.0
3189,175,57,3878273606.0,4.0
3190,BTC-e.com,57,49999980000.0,1.0
3191,CoinTrader.net_LocalBitcoins.com,523,2473420171.0,4.0
3192,175,FortuneJack.com,555396449.0,10.0
3193,Bit-x.com,Bter.com,484275370.0,24.0
3194,641,348,168239782.0,9.0
3195,1226,999Dice.com,1241946.0,1.0
3196,CoinMotion.com,101,116332006.0,5.0
3197,CoinJar.com,CoinMotion.com,199980521.0,1.0
3198,35,CoinPayments.net,247322524.0,26.0
3199,69383113,16621,141254823.0,3.0
3200,Huobi.com,69383113,8895859158.0,8.0
3201,348,FortuneJack.com,240700462.0,8.0
3202,BX.in.th,641,74824746.0,2.0
3203,BX.in.th,61,1758761312.0,10.0
3204,BitBargain.co.uk,35,820093322.0,5.0
3205,1138,61,20062992.0,3.0
3206,BitBargain.co.uk,Matbea.com,613679596.0,3.0
3207,73832915,Huobi.com,758637944.0,4.0
3208,Bitbond.com,FortuneJack.com,2258553222.0,7.0
3209,Rollin.io,1149,2273959.0,2.0
3210,FortuneJack.com,523,221978120.0,11.0
3211,HolyTransaction.com,SecondsTrade.com,542453155.0,8.0
3212,FYBSG.com,523,2051448064.0,5.0
3213,641,SafeDice.com,4312645.0,4.0
3214,Xapo.com,71554939,8180997.0,1.0
3215,523,LuckyB.it,7094144.0,1.0
3216,LuckyB.it,523,9621064.0,1.0
3217,269,Paymium.com,113042733.0,9.0
3218,35,1391,5670823.0,4.0
3219,CoinJar.com,Vaultoro.com,1681646388.0,4.0
3220,CoinMotion.com,PocketDice.io,1147741455.0,12.0
3221,Bitstamp.net,1567,60681469331.0,5.0
3222,469,523,34642711.0,2.0
3223,61,HolyTransaction.com,15127631.0,3.0
3224,Bitbond.com,175,504347119.0,3.0
3225,HaoBTC.com,289,85344054.0,10.0
3226,SlushPool.com,1070,7321291398.0,5.0
3227,Bitstamp.net,1226,37062980633.0,5.0
3228,227,Bit-x.com,5280081.0,4.0
3229,396,107,5171609183.0,12.0
3230,Cryptonator.com,1567,1530079.0,1.0
3231,69697250,Bitcoin.de,13052385755.0,3.0
3232,Bter.com,MercadoBitcoin.com.br,3095477586.0,8.0
3233,Huobi.com,Loanbase.com,2146613241.0,9.0
3234,CoinSpot.com.au,Bitbond.com,2564311.0,2.0
3235,FYBSG.com,269,2296069.0,1.0
3236,1138,641,2863994.0,1.0
3237,SlushPool.com,BitcoinFog,5012255689.0,1.0
3238,292,107,6992438.0,1.0
3239,CoinGaming.io,523,382219400.0,3.0
3240,Vaultoro.com,469,57235558.0,2.0
3241,Bitbond.com,227,77710033.0,1.0
3242,Huobi.com,700,168193811.0,5.0
3243,69697250,469,15491657805.0,4.0
3244,227,Bitbond.com,26857472.0,2.0
3245,Loanbase.com,SecondsTrade.com,1069283.0,1.0
3246,SafeDice.com,641,3001787.0,1.0
3247,BX.in.th,HolyTransaction.com,231044032.0,2.0
3248,999Dice.com,417,90209359.0,7.0
3249,FortuneJack.com,Bit-x.com,191885382.0,25.0
3250,Bitcoin.de,SecondsTrade.com,160939428.0,1.0
3251,122,999Dice.com,2002884251.0,5.0
3252,SecondsTrade.com,Bitcoin.de,8990000.0,1.0
3253,348,BX.in.th,77684441.0,6.0
3254,Bitbond.com,Rollin.io,575572985.0,6.0
3255,72472408,CoinTrader.net_LocalBitcoins.com,712209271.0,12.0
3256,CoinPayments.net,Loanbase.com,41102433.0,4.0
3257,999Dice.com,HappyCoins.com,234009396.0,3.0
3258,16768780,Bitstamp.net,84888940.0,1.0
3259,PocketDice.io,1226,151787302.0,2.0
3260,35,122,409824692.0,12.0
3261,154,Huobi.com,10597330576.0,10.0
3262,SatoshiDice.com,Huobi.com,201971009.0,2.0
3263,SatoshiMines.com,61,12522362.0,7.0
3264,122,Bitbond.com,626172593.0,4.0
3265,Bitcoin.de,HappyCoins.com,1254449999.0,6.0
3266,469,35,21673000.0,1.0
3267,Huobi.com,CoinCafe.com,1101615060.0,6.0
3268,CoinPayments.net,FYBSG.com,173793890.0,3.0
3269,700,Bitcoin.de,250457700.0,4.0
3270,74278522,0,465064267.0,6.0
3271,1138,269,40020341.0,6.0
3272,1567,HolyTransaction.com,2354537.0,3.0
3273,SafeDice.com,227,29803763.0,4.0
3274,57,SecondsTrade.com,61029776.0,27.0
3275,227,BitBargain.co.uk,8040822.0,1.0
3276,122,HaoBTC.com,934871660.0,2.0
3277,1391,269,22747350.0,8.0
3278,SecondsTrade.com,Cryptonator.com,43747517.0,3.0
3279,Cryptonator.com,SecondsTrade.com,262539912.0,6.0
3280,MercadoBitcoin.com.br,CoinSpot.com.au,687736452.0,5.0
3281,BitBargain.co.uk,269,3253636009.0,9.0
3282,1805,BitBargain.co.uk,3400061850.0,4.0
3283,641,SatoshiDice.com,190857908.0,2.0
3284,70063369,BTCC.com,1604217654.0,2.0
3285,SatoshiDice.com,PocketDice.io,66706754.0,7.0
3286,HappyCoins.com,CoinGaming.io,4331692387.0,13.0
3287,16621,641,9355014.0,13.0
3288,SatoshiDice.com,641,19990000.0,1.0
3289,PocketDice.io,CoinMotion.com,54790917.0,15.0
3290,TheRockTrading.com,107,9255868751.0,7.0
3291,CoinMotion.com,Rollin.io,524781938.0,15.0
3292,Rollin.io,CoinMotion.com,196419999.0,19.0
3293,Paymium.com,FYBSG.com,19757801379.0,1.0
3294,Bitcoin.de,289,6354916291.0,11.0
3295,1805,101,4376581531.0,16.0
3296,61400549,0,2510502363.0,3.0
3297,BitBargain.co.uk,Huobi.com,1084996147.0,3.0
3298,227,292,18325081.0,2.0
3299,16768780,Poloniex.com,832065496.0,4.0
3300,MercadoBitcoin.com.br,SatoshiDice.com,2023359482.0,7.0
3301,Loanbase.com,SafeDice.com,784964142.0,11.0
3302,Vaultoro.com,Huobi.com,35448254.0,2.0
3303,SatoshiDice.com,BTCC.com,7235339855.0,14.0
3304,71554939,Paymium.com,52269524326.0,159.0
3305,CoinTrader.net_LocalBitcoins.com,Cryptonator.com,18290093678.0,6.0
3306,523,Bter.com,1707519418.0,19.0
3307,MercadoBitcoin.com.br,PocketDice.io,211851757.0,11.0
3308,SatoshiDice.com,BitBargain.co.uk,1848968644.0,7.0
3309,FYBSG.com,Loanbase.com,37456244.0,1.0
3310,Bter.com,821,1999980000.0,2.0
3311,ePay.info_CoinJoinMess,HappyCoins.com,1625525986.0,4.0
3312,HaoBTC.com,Bitbond.com,127906166.0,3.0
3313,57,BitBargain.co.uk,5058867786.0,4.0
3314,HolyTransaction.com,523,5742158.0,5.0
3315,CoinSpot.com.au,469,484187256.0,2.0
3316,469,BitcoinFog,291553558.0,5.0
3317,16768780,YoBit.net,441289237.0,2.0
3318,TheRockTrading.com,HolyTransaction.com,26017681.0,1.0
3319,BitBargain.co.uk,BtcTrade.com,1141849892.0,2.0
3320,SatoshiDice.com,BtcTrade.com,2830274033.0,16.0
3321,1567,16621,3661113.0,5.0
3322,107,821,56859800.0,1.0
3323,1226,35,72394541.0,1.0
3324,HaoBTC.com,MercadoBitcoin.com.br,9259871952.0,6.0
3325,154,CoinTrader.net_LocalBitcoins.com,326153895.0,11.0
3326,FortuneJack.com,Bitcoin.de,461532464.0,10.0
3327,348,HaoBTC.com,3122731706.0,14.0
3328,871,107,19324967.0,4.0
3329,CoinMotion.com,Loanbase.com,151304779.0,4.0
3330,HolyTransaction.com,BitBargain.co.uk,39762000.0,1.0
3331,BX.in.th,292,18593920.0,1.0
3332,641,HaoBTC.com,11237281.0,2.0
3333,HolyTransaction.com,1138,3977951.0,3.0
3334,SlushPool.com,700,13680551339.0,5.0
3335,Matbea.com,MercadoBitcoin.com.br,125040026.0,4.0
3336,Vaultoro.com,101,47680568.0,2.0
3337,HappyCoins.com,HolyTransaction.com,2860018013.0,8.0
3338,HolyTransaction.com,Bitcoin.de,40535159.0,6.0
3339,999Dice.com,Bitbond.com,199580093.0,4.0
3340,70063369,HaoBTC.com,565237995.0,2.0
3341,FYBSG.com,469,2185278397.0,5.0
3342,Bter.com,Loanbase.com,1099980000.0,2.0
3343,1805,1567,1541155.0,1.0
3344,1391,999Dice.com,48357944.0,7.0
3345,1138,35,345141102.0,14.0
3346,CoinGaming.io,871,51559922.0,2.0
3347,BTC-e.com,Xapo.com,353301244800.0,6.0
3348,BTC-e.com,BTCC.com,754669685919.0,16.0
3349,898,BTCJam.com,8635052499.0,25.0
3350,Loanbase.com,Vaultoro.com,77703083.0,2.0
3351,Loanbase.com,61,777240724.0,3.0
3352,Bitcoin.de,227,1286592006.0,2.0
3353,396,SatoshiDice.com,3358048587.0,15.0
3354,1805,FortuneJack.com,154925257.0,3.0
3355,Bit-x.com,523,22905768.0,3.0
3356,PocketDice.io,HaoBTC.com,37989824.0,12.0
3357,348,Cryptonator.com,68861447.0,16.0
3358,469,BtcTrade.com,6772272077.0,4.0
3359,57,154,141051577.0,5.0
3360,BTC-e.com,417,99999990000.0,1.0
3361,Rollin.io,154,9483179.0,3.0
3362,700,Bitbond.com,22275790.0,2.0
3363,Bitbond.com,417,49680000.0,1.0
3364,BtcTrade.com,Xapo.com,341885541.0,5.0
3365,Cryptonator.com,641,105621050.0,13.0
3366,HolyTransaction.com,1070,1024807.0,1.0
3367,HaoBTC.com,Cryptonator.com,731906753.0,7.0
3368,871,BTCJam.com,225884757.0,2.0
3369,16621,BTCC.com,2522880475.0,13.0
3370,71554939,BTCC.com,261653774.0,2.0
3371,Bitbond.com,TheRockTrading.com,122605612.0,3.0
3372,SatoshiDice.com,101,1172600.0,1.0
3373,Vaultoro.com,Bitcoin.de,1014678757.0,6.0
3374,641,898,251000306.0,1.0
3375,HolyTransaction.com,292,302012782.0,9.0
3376,CoinJar.com,1805,3792383247.0,10.0
3377,1226,0,194685496.0,7.0
3378,Xapo.com,898,11174703995.0,3.0
3379,269,700,5970463.0,1.0
3380,BitBargain.co.uk,CoinJar.com,230049490.0,2.0
3381,CoinGaming.io,35,574887906.0,13.0
3382,BitBargain.co.uk,57,641560845.0,2.0
3383,354,PocketDice.io,4007831483.0,14.0
3384,16768780,16621,216179609.0,1.0
3385,HaoBTC.com,821,2033560900.0,4.0
3386,70063369,FortuneJack.com,947537970.0,6.0
3387,71554939,TheRockTrading.com,1433012718.0,3.0
3388,227,Matbea.com,910799997.0,17.0
3389,HolyTransaction.com,1805,457729816.0,6.0
3390,70063369,PocketDice.io,679730810.0,10.0
3391,BitZillions.com,Bitstamp.net,2001000000.0,1.0
3392,MercadoBitcoin.com.br,OKCoin.com,408021944.0,2.0
3393,CoinSpot.com.au,Bter.com,1016709227.0,11.0
3394,SatoshiMines.com,523,31279941.0,12.0
3395,CoinTrader.net_LocalBitcoins.com,69984672,2725678763.0,5.0
3396,BTC-e.com,BtcTrade.com,15865617692.0,2.0
3397,LuckyB.it,70063369,1370000.0,2.0
3398,1805,354,27591937.0,3.0
3399,70063369,LuckyB.it,644148711.0,2.0
3400,289,35,169909277.0,18.0
3401,69383113,74278522,324307570.0,1.0
3402,CoinMotion.com,SatoshiDice.com,10285995.0,1.0
3403,122,PocketDice.io,14992717.0,2.0
3404,269,BTCC.com,510095259.0,3.0
3405,Vaultoro.com,YoBit.net,5791950.0,2.0
3406,FortuneJack.com,Loanbase.com,58836845.0,3.0
3407,Vaultoro.com,ePay.info_CoinJoinMess,1191147642.0,10.0
3408,FortuneJack.com,Vaultoro.com,23050520.0,3.0
3409,Vaultoro.com,CoinPayments.net,59243498.0,8.0
3410,CoinJar.com,LuckyB.it,125727511.0,3.0
3411,LuckyB.it,CoinJar.com,9345996.0,3.0
3412,Bter.com,57,30066608.0,3.0
3413,Bter.com,TheRockTrading.com,1008124227.0,3.0
3414,HaoBTC.com,Matbea.com,503030208.0,6.0
3415,CoinCafe.com,Huobi.com,1864078062.0,3.0
3416,154,MercadoBitcoin.com.br,12841826.0,2.0
3417,Bit-x.com,CoinSpot.com.au,2321176452.0,6.0
3418,0,5162,58723536.0,1.0
3419,7277,292,972758.0,2.0
3420,HaoBTC.com,Vaultoro.com,2749636617.0,9.0
3421,FortuneJack.com,CoinMotion.com,98302945.0,6.0
3422,70063369,Vaultoro.com,2167927970.0,11.0
3423,BTCJam.com,821,11911831.0,1.0
3424,Bter.com,Rollin.io,1005669553.0,3.0
3425,Loanbase.com,Matbea.com,103127813.0,1.0
3426,FYBSG.com,421,153927807.0,3.0
3427,Bter.com,SimpleCoin.cz,145440000.0,1.0
3428,898,700,378930651.0,2.0
3429,821,269,38977005.0,4.0
3430,Bter.com,Bitbond.com,85091105.0,1.0
3431,70063369,SatoshiMines.com,2371515375.0,13.0
3432,Bter.com,Vaultoro.com,1003655340.0,2.0
3433,FortuneJack.com,CoinCafe.com,4768684.0,2.0
3434,898,Rollin.io,573426880.0,6.0
3435,HaoBTC.com,18972,412126894.0,2.0
3436,BitZillions.com,999Dice.com,122470420.0,2.0
3437,69827719,269,58870094.0,1.0
3438,Bter.com,HolyTransaction.com,1999980000.0,2.0
3439,BTC-e.com,16768780,184917115046.0,9.0
3440,1226,SatoshiDice.com,399162039.0,5.0
3441,BTC-e.com,BitcoinFog,162033682920.0,7.0
3442,MercadoBitcoin.com.br,CoinJar.com,3691396254.0,14.0
3443,BTC-e.com,CoinGaming.io,204137577527.0,3.0
3444,269,641,4550192.0,3.0
3445,FYBSG.com,700,74993679.0,2.0
3446,CoinPayments.net,SimpleCoin.cz,505477402.0,3.0
3447,PocketDice.io,BtcTrade.com,37228214.0,12.0
3448,16621,Bitstamp.net,297298637.0,3.0
3449,871,SatoshiMines.com,92918768.0,31.0
3450,HolyTransaction.com,BitZillions.com,3431934.0,3.0
3451,BitZillions.com,HolyTransaction.com,37480773.0,3.0
3452,1138,YoBit.net,17271635.0,2.0
3453,Bit-x.com,CoinJar.com,930055676.0,13.0
3454,CoinGaming.io,HaoBTC.com,4882159081.0,3.0
3455,57,TheRockTrading.com,76211822.0,5.0
3456,16621,Bitbond.com,656657.0,1.0
3457,1567,354,1204900.0,1.0
3458,70063369,469,627708014.0,1.0
3459,1138,HolyTransaction.com,12302350.0,2.0
3460,175,289,20767062724.0,14.0
3461,7277,61,5460.0,1.0
3462,348,227,4765149.0,2.0
3463,1149,354,10178137.0,3.0
3464,SafeDice.com,OKCoin.com,3111302546.0,12.0
3465,CoinPayments.net,SatoshiDice.com,215953074.0,3.0
3466,SafeDice.com,MercadoBitcoin.com.br,33273402.0,6.0
3467,999Dice.com,SecondsTrade.com,270000.0,2.0
3468,SafeDice.com,BX.in.th,473748542.0,7.0
3469,PocketDice.io,354,36119334.0,14.0
3470,73832915,OKCoin.com,465384800.0,1.0
3471,61,Bit-x.com,1830458120.0,9.0
3472,Xapo.com,CoinCafe.com,2649341933.0,4.0
3473,1805,MercadoBitcoin.com.br,2963021.0,3.0
3474,469,Vaultoro.com,20961015.0,1.0
3475,Rollin.io,1138,32183933.0,13.0
3476,Huobi.com,Paymium.com,307513670.0,1.0
3477,Bitcoin.de,SimpleCoin.cz,752149226.0,2.0
3478,BitBargain.co.uk,Bitcoin.de,1065041936.0,2.0
3479,BTC-e.com,MercadoBitcoin.com.br,160503921848.0,3.0
3480,35,Loanbase.com,45060539.0,5.0
3481,SafeDice.com,354,229358861.0,6.0
3482,69383113,Rollin.io,8705829.0,2.0
3483,1138,Bit-x.com,21000071.0,1.0
3484,SatoshiMines.com,348,268733724.0,9.0
3485,7277,BX.in.th,10920.0,2.0
3486,FYBSG.com,YoBit.net,103025123.0,1.0
3487,7277,CoinSpot.com.au,19110.0,4.0
3488,16621,CoinJar.com,14974707.0,2.0
3489,SatoshiDice.com,Vaultoro.com,197598543.0,10.0
3490,HolyTransaction.com,57,16670912.0,12.0
3491,Loanbase.com,898,313698615.0,3.0
3492,1805,999Dice.com,11353999.0,3.0
3493,57,871,5775000.0,1.0
3494,BTCJam.com,101,52416062.0,2.0
3495,419,ePay.info_CoinJoinMess,490000.0,1.0
3496,LuckyB.it,292,22254.0,1.0
3497,Loanbase.com,523,1978540045.0,4.0
3498,292,LuckyB.it,1032668.0,1.0
3499,CoinTrader.net_LocalBitcoins.com,Bitbond.com,7553516199.0,17.0
3500,CoinMotion.com,Bitbond.com,22087167.0,1.0
3501,1149,CoinJar.com,3000003.0,2.0
3502,SafeDice.com,HaoBTC.com,1126086237.0,7.0
3503,1149,61,237711894.0,15.0
3504,BTCJam.com,1391,473978862.0,3.0
3505,Bter.com,523,3123547436.0,7.0
3506,Bter.com,PocketDice.io,23145706.0,1.0
3507,348,Vaultoro.com,199990000.0,1.0
3508,73963652,ePay.info_CoinJoinMess,271571753.0,5.0
3509,57,417,4731229778.0,11.0
3510,BTCJam.com,18972,241074396.0,2.0
3511,CoinTrader.net_LocalBitcoins.com,1070,2252427.0,1.0
3512,523,Bitcoin.de,1852822402.0,2.0
3513,417,821,3794653145.0,2.0
3514,348,CoinJar.com,22533771.0,2.0
3515,CoinTrader.net_LocalBitcoins.com,TheRockTrading.com,2219421017.0,7.0
3516,Paymium.com,421,4280486316.0,1.0
3517,227,SafeDice.com,35621333.0,6.0
3518,TheRockTrading.com,Bitbond.com,667879825.0,4.0
3519,61,CoinJar.com,13749938.0,3.0
3520,SlushPool.com,CoinGaming.io,6826963345.0,5.0
3521,16768780,Xapo.com,635417625.0,5.0
3522,523,HolyTransaction.com,2591396.0,2.0
3523,71554939,1805,16748164.0,1.0
3524,Rollin.io,CoinJar.com,139906512.0,28.0
3525,354,SatoshiMines.com,772283698.0,8.0
3526,69697250,Huobi.com,44673181510.0,6.0
3527,7277,PocketDice.io,255370.0,1.0
3528,1138,Bitbond.com,7583578.0,6.0
3529,871,269,105598890.0,9.0
3530,1138,417,558940092.0,4.0
3531,Vaultoro.com,Bter.com,1022548045.0,4.0
3532,35,101,228934098.0,11.0
3533,269,BX.in.th,7509074.0,4.0
3534,FortuneJack.com,OKCoin.com,220925489.0,6.0
3535,16621,Bter.com,939982.0,4.0
3536,73832915,CoinGaming.io,11478170.0,1.0
3537,289,MercadoBitcoin.com.br,58673096.0,3.0
3538,175,523,46352620.0,1.0
3539,CoinSpot.com.au,348,2111809.0,1.0
3540,1070,HolyTransaction.com,3023774.0,4.0
3541,PocketDice.io,Loanbase.com,26267880.0,3.0
3542,61,Rollin.io,8592067.0,2.0
3543,HaoBTC.com,700,6006750707.0,5.0
3544,CoinTrader.net_LocalBitcoins.com,871,1968488858.0,3.0
3545,269,61,53670999.0,5.0
3546,7277,Bit-x.com,10920.0,2.0
3547,61,35,51000118.0,1.0
3548,HappyCoins.com,Vaultoro.com,149910450.0,1.0
3549,Huobi.com,871,2417313633.0,3.0
3550,SlushPool.com,61,1362034156.0,1.0
3551,Bitcoin.de,175,3530164760.0,6.0
3552,Bit-x.com,Bitbond.com,517498889.0,11.0
3553,61,107,746443151.0,7.0
3554,821,YoBit.net,6633498764.0,6.0
3555,396,FYBSG.com,1442999914.0,5.0
3556,Bitcoin.de,BX.in.th,15508132192.0,16.0
3557,396,821,1931247350.0,2.0
3558,Bter.com,999Dice.com,2008460618.0,4.0
3559,871,Huobi.com,880128972.0,9.0
3560,1138,SafeDice.com,580574318.0,2.0
3561,269,HaoBTC.com,4155906.0,2.0
3562,73832915,16621,44644337.0,2.0
3563,CoinCafe.com,FortuneJack.com,2916172232.0,4.0
3564,BitBargain.co.uk,999Dice.com,973546209.0,3.0
3565,ePay.info_CoinJoinMess,396,2746081104.0,14.0
3566,CoinGaming.io,BtcTrade.com,2083200.0,1.0
3567,417,SafeDice.com,45562072.0,4.0
3568,MercadoBitcoin.com.br,Bter.com,15623525.0,2.0
3569,CoinSpot.com.au,BTCC.com,109025413.0,1.0
3570,BTCJam.com,CoinMotion.com,526499232.0,14.0
3571,69697250,CoinPayments.net,18861790105.0,1.0
3572,Huobi.com,154,1652083672.0,2.0
3573,1149,523,11590005.0,1.0
3574,CoinSpot.com.au,1138,26827305.0,4.0
3575,HaoBTC.com,SafeDice.com,2398268034.0,3.0
3576,72472408,ePay.info_CoinJoinMess,321573896.0,6.0
3577,Bitbond.com,SafeDice.com,107291731.0,3.0
3578,MercadoBitcoin.com.br,CoinGaming.io,5792162663.0,12.0
3579,BitBargain.co.uk,107,2908193544.0,7.0
3580,74278522,16621,41384514.0,2.0
3581,821,BTCJam.com,4082537717.0,4.0
3582,BX.in.th,289,459993595.0,7.0
3583,69383113,Xapo.com,101649594.0,3.0
3584,SatoshiDice.com,SecondsTrade.com,1577023.0,1.0
3585,SecondsTrade.com,SatoshiDice.com,1868470.0,1.0
3586,Bter.com,Cryptonator.com,30591059.0,5.0
3587,HolyTransaction.com,Bitbond.com,8427012.0,5.0
3588,Bitcoin.de,523,22209295072.0,16.0
3589,HolyTransaction.com,641,4855000.0,1.0
3590,396,523,230731573.0,2.0
3591,35,BTCC.com,127076821.0,2.0
3592,999Dice.com,CoinJar.com,444292320.0,5.0
3593,35,Bitbond.com,11897221.0,3.0
3594,61,OKCoin.com,100077133.0,3.0
3595,CoinGaming.io,FYBSG.com,659948581.0,3.0
3596,MercadoBitcoin.com.br,523,1412537300.0,2.0
3597,871,PocketDice.io,12300264.0,6.0
3598,CoinGaming.io,469,41014063.0,1.0
3599,FYBSG.com,Matbea.com,17396863.0,1.0
3600,CoinGaming.io,1805,148183504.0,5.0
3601,Cryptonator.com,Huobi.com,73284039.0,3.0
3602,SatoshiDice.com,227,29006573.0,4.0
3603,HolyTransaction.com,Matbea.com,153024224.0,6.0
3604,1070,OKCoin.com,299960000.0,1.0
3605,70063369,289,1508384879.0,3.0
3606,999Dice.com,Paymium.com,160010252.0,3.0
3607,FYBSG.com,OKCoin.com,22090954537.0,6.0
3608,269,PocketDice.io,37690929.0,12.0
3609,TheRockTrading.com,MercadoBitcoin.com.br,1534371.0,1.0
3610,107,1149,658148271.0,1.0
3611,35,SatoshiDice.com,141734326.0,12.0
3612,CoinSpot.com.au,BtcTrade.com,83947730.0,1.0
3613,871,BTCC.com,91299952.0,2.0
3614,BTC-e.com,BX.in.th,103475959291.0,3.0
3615,MercadoBitcoin.com.br,BitBargain.co.uk,93202100.0,2.0
3616,MercadoBitcoin.com.br,Paymium.com,25464002.0,1.0
3617,BX.in.th,CoinMotion.com,50173257.0,1.0
3618,396,469,713416860.0,2.0
3619,0,419,105198425.0,7.0
3620,SatoshiDice.com,HolyTransaction.com,11088306.0,8.0
3621,269,Rollin.io,2063341.0,1.0
3622,Vaultoro.com,SatoshiDice.com,68200564.0,3.0
3623,292,HolyTransaction.com,3600026.0,1.0
3624,HappyCoins.com,CoinJar.com,1199705450.0,5.0
3625,CoinPayments.net,1805,34064513.0,3.0
3626,1149,107,7469449.0,2.0
3627,YoBit.net,1226,2264538.0,1.0
3628,Paymium.com,Bit-x.com,105020775962.0,10.0
3629,101,227,11376069.0,1.0
3630,Cryptonator.com,871,19736867.0,6.0
3631,Bitcoin.de,BtcTrade.com,5985962307.0,2.0
3632,469,BitBargain.co.uk,849757.0,1.0
3633,101,CoinJar.com,12734662.0,2.0
3634,Bitcoin.de,417,4009275489.0,1.0
3635,469,Bit-x.com,3589392914.0,5.0
3636,61,Huobi.com,2327974093.0,9.0
3637,1226,61400549,31641693284.0,2.0
3638,292,227,65426440.0,3.0
3639,CoinGaming.io,SimpleCoin.cz,55482859.0,2.0
3640,641,BX.in.th,4713777.0,3.0
3641,1805,HaoBTC.com,2370773.0,1.0
3642,Bitcoin.de,871,815670759.0,1.0
3643,16621,1138,11800.0,1.0
3644,Matbea.com,354,11163123.0,1.0
3645,FortuneJack.com,154,5131350.0,1.0
3646,871,BtcTrade.com,127231060.0,1.0
3647,Bitcoin.de,CoinJar.com,8885177569.0,4.0
3648,CoinPayments.net,Paymium.com,22060540.0,2.0
3649,469,MercadoBitcoin.com.br,23221689.0,1.0
3650,469,348,152198679.0,3.0
3651,SafeDice.com,154,1992656.0,1.0
3652,SatoshiDice.com,HaoBTC.com,35894032.0,1.0
3653,269,Vaultoro.com,51001914.0,1.0
3654,898,523,856855533.0,2.0
3655,Vaultoro.com,FortuneJack.com,24294266.0,3.0
3656,16621,BtcTrade.com,3039759699.0,10.0
3657,871,Bter.com,75787324.0,5.0
3658,999Dice.com,BitcoinFog,750438996.0,2.0
3659,Paymium.com,289,47027143943.0,3.0
3660,469,CoinPayments.net,90601940.0,3.0
3661,641,BitcoinFog,191012000.0,3.0
3662,CoinTrader.net_LocalBitcoins.com,1149,449650857.0,2.0
3663,CoinCafe.com,Xapo.com,7666381008.0,6.0
3664,Xapo.com,73832915,82267621.0,1.0
3665,CoinMotion.com,OKCoin.com,2775885832.0,3.0
3666,469,SimpleCoin.cz,87423122.0,1.0
3667,SatoshiMines.com,1138,20153231.0,7.0
3668,1391,CoinJar.com,4240328.0,4.0
3669,Bit-x.com,HappyCoins.com,9866000.0,1.0
3670,HaoBTC.com,999Dice.com,4990000.0,1.0
3671,16768780,CoinTrader.net_LocalBitcoins.com,244442830.0,2.0
3672,1138,BitBargain.co.uk,96000237.0,1.0
3673,Vaultoro.com,154,6550000.0,1.0
3674,348,269,8637737.0,1.0
3675,SatoshiDice.com,289,19829825.0,2.0
